sex,race,age,partyid,relig,numgiven,close12,close13,close14,close15,close23,close24,close25,close34,close35,close45,sex1,sex2,sex3,sex4,sex5,race1,race2,race3,race4,race5,educ1,educ2,educ3,educ4,educ5,age1,age2,age3,age4,age5,relig1,relig2,relig3,relig4,relig5
male,white,29,not str republican,jewish,6,1,1,1,0,1,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,Grad,Grad,Grad,Bachelors,30,56,56,31,41,catholic,jewish,jewish,jewish,catholic
male,white,40,strong democrat,protestant,4,1,1,1,NA,2,0,NA,0,NA,NA,1,0,1,1,NA,0,0,0,0,NA,1,Grad,h.s. grad,NA,NA,34,64,63,55,NA,catholic,protestant,protestant,NA,NA
male,white,57,not str democrat,protestant,6,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Grad,Less than high school,Some College,h.s. grad,60,62,83,62,58,none,protestant,protestant,NA,NA
female,other,28,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,42,NA,NA,NA,NA,other,NA,NA,NA,NA
female,white,48,strong republican,protestant,4,1,1,1,NA,2,1,NA,1,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,Some College,Bachelors,NA,39,69,43,48,NA,protestant,protestant,protestant,protestant,NA
female,white,59,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,58,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,78,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,85,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,66,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,70,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,36,strong republican,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,46,45,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,60,not str democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,h.s. grad,h.s. grad,NA,NA,63,60,65,NA,NA,protestant,protestant,protestant,NA,NA
female,white,44,independent,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,47,52,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,41,not str republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Less than high school,Less than high school,NA,NA,34,35,41,NA,NA,protestant,protestant,protestant,NA,NA
female,white,28,"ind,near dem",protestant,5,1,1,1,1,1,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,Bachelors,Grad,Some College,h.s. grad,30,26,28,51,53,protestant,protestant,protestant,catholic,none
male,white,51,strong republican,protestant,3,0,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,1,Bachelors,Bachelors,NA,NA,42,48,48,NA,NA,protestant,protestant,protestant,NA,NA
female,white,47,not str republican,protestant,6,2,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,h.s. grad,Bachelors,Bachelors,Bachelors,82,80,40,43,45,protestant,protestant,protestant,none,protestant
male,black,37,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,25,independent,protestant,5,2,1,1,0,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,Some College,Less than high school,Some College,Some College,49,28,23,28,32,protestant,protestant,protestant,protestant,NA
female,white,19,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,19,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,55,strong republican,protestant,6,0,2,0,0,0,0,2,0,0,2,1,1,1,1,1,0,0,0,0,0,1,Grad,Some College,Some College,Some College,44,56,40,57,45,protestant,protestant,protestant,protestant,protestant
male,white,32,"ind,near rep",protestant,3,1,1,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Grad,Grad,NA,NA,31,42,32,NA,NA,protestant,protestant,protestant,NA,NA
male,white,48,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,43,strong republican,protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,h.s. grad,Grad,NA,NA,32,37,43,NA,NA,catholic,none,catholic,NA,NA
female,white,23,"ind,near rep",catholic,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,h.s. grad,Bachelors,NA,NA,52,26,24,NA,NA,catholic,catholic,catholic,NA,NA
male,white,62,"ind,near rep",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,62,32,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,46,strong republican,catholic,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,1,0,NA,NA,1,Bachelors,Bachelors,NA,NA,44,38,40,NA,NA,catholic,NA,NA,NA,NA
female,white,45,strong republican,protestant,4,1,2,1,NA,1,1,NA,1,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,Bachelors,NA,46,66,65,42,NA,catholic,protestant,catholic,catholic,NA
female,white,26,"ind,near dem",jewish,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,Some College,Grad,NA,NA,28,65,37,NA,NA,catholic,jewish,jewish,NA,NA
female,white,62,not str democrat,jewish,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Less than high school,Some College,NA,NA,49,49,59,NA,NA,protestant,protestant,jewish,NA,NA
male,white,52,"ind,near dem",catholic,4,2,2,1,NA,2,1,NA,0,NA,NA,1,0,0,0,NA,0,0,0,0,NA,1,Some College,Grad,Bachelors,NA,56,20,31,52,NA,catholic,catholic,protestant,catholic,NA
male,white,64,"ind,near dem",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,50,"ind,near dem",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,50,56,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,72,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,70,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,46,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,52,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,44,NA,NA,NA,NA,other,NA,NA,NA,NA
female,black,39,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,27,strong democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,0,0,NA,NA,1,Some College,Some College,NA,NA,33,63,47,NA,NA,other,NA,none,NA,NA
female,white,64,strong democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,40,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,35,"ind,near rep",none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,35,not str republican,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,46,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,60,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,59,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,36,strong republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,38,strong democrat,christian,3,0,2,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,1,2,0,NA,NA,1,h.s. grad,Some College,NA,NA,36,38,28,NA,NA,protestant,catholic,protestant,NA,NA
male,white,41,not str democrat,jewish,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,jewish,NA,NA,NA,NA
female,white,69,not str democrat,jewish,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,52,strong democrat,jewish,3,2,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,4,0,0,NA,NA,0,Grad,Grad,NA,NA,53,75,51,NA,NA,none,none,jewish,NA,NA
female,white,31,strong democrat,jewish,5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Grad,Bachelors,Grad,Grad,32,33,42,39,56,jewish,jewish,jewish,jewish,jewish
male,white,55,strong democrat,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,56,43,NA,NA,NA,none,none,NA,NA,NA
female,white,79,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,33,strong republican,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,45,36,NA,NA,NA,NA,protestant,NA,NA,NA
female,white,26,not str democrat,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,25,32,NA,NA,NA,none,catholic,NA,NA,NA
male,black,46,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,68,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,66,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,66,strong democrat,protestant,6,2,2,2,1,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,h.s. grad,Less than high school,Less than high school,Less than high school,45,30,63,68,73,protestant,protestant,protestant,protestant,protestant
female,black,75,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,54,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,25,strong democrat,christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,other,29,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,33,NA,NA,NA,NA,none,NA,NA,NA,NA
male,other,44,not str republican,catholic,3,2,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,2,2,2,NA,NA,1,Less than high school,NA,NA,NA,39,71,53,NA,NA,catholic,catholic,catholic,NA,NA
female,other,28,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,27,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,78,strong republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,69,49,NA,NA,NA,catholic,catholic,NA,NA,NA
male,other,69,strong republican,catholic,6,0,0,0,0,1,1,0,2,2,2,0,0,0,1,0,0,0,3,3,3,0,Grad,h.s. grad,Bachelors,Some College,55,50,36,69,38,protestant,NA,catholic,catholic,catholic
male,white,49,not str republican,orthodox-christian,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Bachelors,Some College,NA,NA,47,21,20,NA,NA,other,other,other,NA,NA
female,white,22,strong democrat,none,5,2,2,1,1,2,1,2,1,2,1,0,1,0,1,1,0,0,0,3,0,0,h.s. grad,h.s. grad,h.s. grad,Some College,25,52,57,37,22,catholic,protestant,protestant,none,catholic
male,black,28,independent,christian,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,31,NA,NA,NA,NA,other,NA,NA,NA,NA
male,white,60,not str republican,protestant,6,1,1,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,Grad,Grad,Grad,Bachelors,56,60,64,30,28,protestant,none,jewish,protestant,protestant
female,white,64,"ind,near rep",catholic,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Bachelors,h.s. grad,NA,NA,46,25,48,NA,NA,none,catholic,none,NA,NA
female,white,48,"ind,near dem",none,5,1,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Bachelors,Grad,Some College,Bachelors,48,48,45,71,55,none,none,NA,catholic,none
male,white,63,"ind,near dem",catholic,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Grad,NA,NA,NA,66,92,NA,NA,NA,catholic,catholic,NA,NA,NA
male,white,64,not str republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,50,independent,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,0,Bachelors,NA,NA,NA,45,47,NA,NA,NA,NA,catholic,NA,NA,NA
male,white,36,not str democrat,christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,48,independent,other eastern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,58,not str democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,48,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,other,35,not str republican,moslem/islam,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,23,not str democrat,none,5,1,1,2,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,h.s. grad,Some College,Some College,Some College,25,21,22,22,27,NA,NA,other,other,NA
male,white,51,independent,none,5,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,3,3,1,4,1,Grad,Some College,Grad,Some College,42,45,38,48,48,none,NA,NA,other,NA
female,white,29,strong democrat,none,4,2,1,0,NA,1,0,NA,1,NA,NA,1,0,1,0,NA,0,0,1,4,NA,1,Grad,Less than high school,h.s. grad,NA,57,57,33,29,NA,other,none,protestant,none,NA
female,white,56,independent,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Some College,h.s. grad,NA,NA,54,52,74,NA,NA,other,other,protestant,NA,NA
female,white,40,"ind,near rep",none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,50,"ind,near dem",protestant,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Grad,Some College,NA,NA,50,45,45,NA,NA,NA,NA,NA,NA,NA
female,white,48,strong republican,protestant,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Some College,Less than high school,NA,NA,50,23,34,NA,NA,protestant,protestant,protestant,NA,NA
male,white,35,not str republican,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,32,NA,NA,NA,NA,other,NA,NA,NA,NA
female,white,47,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,2,NA,NA,NA,1,Less than high school,NA,NA,NA,26,15,NA,NA,NA,protestant,none,NA,NA,NA
male,white,44,not str democrat,catholic,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,44,47,39,NA,NA,protestant,catholic,protestant,NA,NA
male,white,67,not str democrat,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,73,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,71,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,30,independent,christian,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,4,0,NA,NA,NA,0,Bachelors,NA,NA,NA,31,23,NA,NA,NA,other,catholic,NA,NA,NA
female,white,27,not str democrat,christian,4,1,1,1,NA,1,1,NA,1,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Bachelors,Some College,h.s. grad,NA,25,57,26,25,NA,catholic,protestant,protestant,NA,NA
female,white,25,not str republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,25,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,55,not str democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,23,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,68,25,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,39,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,44,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,70,strong republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,74,independent,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,Bachelors,Some College,NA,NA,75,39,37,NA,NA,catholic,catholic,catholic,NA,NA
female,white,64,strong republican,catholic,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Grad,Bachelors,NA,NA,40,41,63,NA,NA,catholic,catholic,catholic,NA,NA
male,white,26,not str republican,protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Some College,Bachelors,NA,NA,24,33,33,NA,NA,protestant,protestant,protestant,NA,NA
male,white,52,other party,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,38,"ind,near dem",none,4,0,1,0,NA,1,2,NA,2,NA,NA,1,1,1,0,NA,2,2,0,0,NA,1,Bachelors,Bachelors,Some College,NA,36,38,35,32,NA,NA,catholic,NA,NA,NA
female,white,73,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,34,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,32,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,31,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,37,not str republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,37,56,NA,NA,NA,catholic,catholic,NA,NA,NA
female,black,34,not str democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,1,h.s. grad,NA,NA,NA,26,55,NA,NA,NA,protestant,protestant,NA,NA,NA
female,black,25,strong democrat,protestant,3,2,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,1,1,NA,NA,1,Some College,h.s. grad,NA,NA,24,46,25,NA,NA,jewish,protestant,protestant,NA,NA
female,black,32,strong democrat,protestant,3,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,0,Bachelors,Some College,NA,NA,36,54,38,NA,NA,none,protestant,protestant,NA,NA
male,black,59,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,0,h.s. grad,NA,NA,NA,64,64,NA,NA,NA,NA,protestant,NA,NA,NA
female,black,19,independent,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,1,NA,NA,NA,1,Less than high school,NA,NA,NA,18,18,NA,NA,NA,other,protestant,NA,NA,NA
male,white,36,strong democrat,jewish,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Grad,NA,NA,NA,35,45,NA,NA,NA,jewish,catholic,NA,NA,NA
female,white,65,strong democrat,jewish,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Grad,NA,NA,NA,68,68,NA,NA,NA,jewish,jewish,NA,NA,NA
male,black,56,strong democrat,catholic,3,2,0,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,3,1,NA,NA,0,Grad,Grad,NA,NA,56,56,50,NA,NA,other,other,other,NA,NA
male,white,51,"ind,near rep",catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,57,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,32,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,36,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,85,not str democrat,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,28,strong democrat,none,4,2,2,1,NA,2,1,NA,2,NA,NA,0,1,0,1,NA,0,0,0,0,NA,0,h.s. grad,Less than high school,h.s. grad,NA,30,50,27,50,NA,none,none,other,other,NA
female,white,78,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,56,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,20,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
